-22.274,76.798
-21.332,104.685
-32.978,136.546
-18.199,77.762
-31.166,54.984
-19.839,80.997
-7.807,139.994
-17.492,79.326
-15.555,81.359
-13.248,68.571
-20.633,167.517
-21.338,0
-23.933,100.66
-15.956,78.823
-15.682,80.378
-21.398,71.093
-33.835,48.028
-19.273,92.807
-18.899,106.196
-27.549,110.145
-16.54,72.091
-21.407,119.091
-11.736,73.236
-13.623,90.043
-38.523,74.874
-9.163,149.819
-35.692,54.861
-25.756,84.011
-7.583,140.119
-19.993,80.159
-17.328,76.405
-21.522,175.466
-20.928,83.615
-19.163,75.011
-14.874,83.005
-10.208,181.229
-23.762,101.717
-33.355,170.441
-33.902,66.154
-25.304,73.119
-21.771,137.177
-8.187,136.876
-27.855,67.101
-9.514,174.097
-20.885,49.034
-16.336,81.018
-31.023,138.679
-28.06,89.147
-25.31,92.146
-15.726,104.801
-29.503,99.727
-32.744,69.687
-25.046,65.874
-17.357,77.218
-25.427,177.842
-31.538,81.85
-20.184,117.108
-12.791,81.887
-19.62,130.488
-15.914,136.272
-23.868,90.534
-18.424,125.892
-23.573,63.379
-19.984,83.914
-23.279,119.989
-19.123,89.275
-24.986,78.244
-13.331,137.017
-17.944,126.714
-21.754,71.035
-20.722,81.141
-14.183,86.29
-12.311,86.299
-10.525,92.613
-12.27,83.207
-9.502,86.84
-39.898,72.567
-18.019,130.317
-24.271,99.164
-23.183,171.189
-8.768,169.987
-15.42,95.001
-17.273,124.994
-15.169,73.297
-20.928,83.615
-16.239,141.351
-28.147,75.284
-13.918,141.433
-14.506,123.253
-21.553,95.011
-32.285,119.133
-19.865,130.029
-20.433,121.811
-28.309,90.148
-35.971,57.817
-20.753,89.928
-15.976,109.908
-19.522,130.115
-23.26,100.067
-17.322,95.5
-20.513,86.24
-26.267,86.001
-33.902,66.154
-19.962,127.912
-29.705,140.047
-19.117,74.651
-31.166,54.984
-21.275,95.116
-27.043,141.613
-20.229,96.363
-31.249,138.544
-17.904,79.781
-28.808,120.05
-27.395,67.484
-13.424,120.019
-17.124,144.169
-23.383,95.026
-27.843,75.283
-12.42,135.031
-25.304,73.119
-24.597,80.294
-30.164,75.008
-13.344,139.373
-16.415,122.517
-23.828,79.982
-17.191,100.045
-17.227,166.965
-18.426,101.473
-22.234,69.734
-18.402,141.967
-24.831,79.94
-23.026,74.992
-17.682,180.237
-27.89,69.744
-22.008,95.008
-19.937,127.611
-20.881,95.028
-13.085,126.371
-17.834,150.139
-23.056,137.252
-19.679,99.975
-27.106,98.266
-21.751,92.138
-20.289,88.226
-33.206,77.387
-19.387,100.593
-20.463,86.827
-15.538,166.416
-23.596,96.222
-11.28,140.042
-15.783,132.099
-27.916,134.613
-15.024,139.772
-28.221,120.341
-15.958,89.765
-24.043,139.946
-23.785,66.253
-23.315,178.043
-15.083,104.88
-15.822,131.834
-13.989,99.677
-17.924,100.069
-15.009,100.216
-13.784,200.202
-27.873,74.909
-20.332,94.043
-33.052,59.883
-14.566,129.224
-14.081,140.049
-25.072,130.669
-17.342,97.809
-19.765,49.738
-15.228,179.174
-18.266,105.005
-12.965,130.008
-14.379,129.951
-16.966,120.645
-33.018,76.736
-16.345,130.417
-29.16,80.784
-20.392,89.299
-3.385,90.123
-7.777,157.969
-4.654,174.14
-6.622,130.019
-3.079,123.982
-5.326,119.795
-6.521,130.037
-6.335,100.029
-4.821,131.958
-5.478,103.969
-4.577,95.993
-4.207,131.963
-4.715,140.515
-8.72,98.224
-8.949,115.221
-4.231,122.06
-10.68,122.149
-5.329,124.98
-7.22,132.731
-3.554,94.048
-3.743,116.034
-3.499,123.014
-6.377,94.996
-8.006,111.005
-5.548,128.033
-6.671,95.05
-5.421,91.993
-4.285,119.983
-5.649,92.06
-4.775,118.048
-3.613,127.962
-4.163,130.034
-8.082,126.455
-5.65,142.994
-5.198,106.672
-6.795,128.027
-4.433,120.014
-4.093,178.061
-3.865,91.966
-8.392,152.98
-4.271,74.962
-4.32,93.869
-3.673,128.04
-5.374,90.082
-5.733,97.502
-7.486,169.933
-4.045,91.986
-5.105,92.005
-5.206,106.999
-3.974,101.987
-3.35,90.02
-14.461,104.95
-5.745,79.928
-4.483,123.041
-2.824,92.523
-5.927,100.02
-7.003,118.005
-3.704,109.969
-4.44,178.117
-4.58,156.473
-7.804,157.846
-4.537,143.096
-12.378,91.511
-7.378,126.043
-5.338,173.93
-5.692,105.029
-4.788,139.967
-5.74,76.076
-5.097,159.187
-4.155,138.014
-5.678,169.922
-8.797,98.047
-8.108,172.854
-4.572,106.891
-2.888,100.019
-5.253,96.018
-5.25,101.006
-4.076,83.118
-5.475,130.989
-5.555,179.923
-5.453,99.968
-5.784,170.106
-5.412,126.98
-6.549,110.012
-4.955,93.989
-2.834,180.011
-7.635,127.999
-3.452,178.024
-5.176,147.989
-0.484,106.993
-5.769,123.06
-4.495,109.982
-4.309,162.469
-4.418,94.931
-4.79,100.065
-2.66,102.025
-5.017,99.993
-5.894,133.872
-8.029,188.651
-3.19,111.004
-5.329,124.98
-3.605,127.949
-6.521,130.037
-3.079,123.982
-2.751,128.055
-2.592,146.013
-3.455,180.066
-4.522,92.003
-5.263,119.873
-3.513,128.044
-3.47,126.003
-3.974,101.987
-5.017,99.993
-6.671,95.05
-4.775,105.011
-4.231,122.06
-4.659,97.013
-4.417,94.002
-1.602,92.927
-4.207,131.963
-6.25,97.058
-5.198,106.672
-2.584,139.949
-4.942,95.046
-5.751,149.144
-6.659,128.91
-3.122,104.221
-4.23,122.905
-4.605,149.06
-2.409,188.09
-4.79,89.89
-4.747,139.971
-4.654,174.14
-4.929,104.017
-4.642,94.048
-4.441,129.982
-5.132,96.988
-4.056,94.737
-3.828,120.087
-3.702,105.027
-4.891,174.107
-3.621,104.977
-3.385,90.123
-3.778,131.956
-2.654,167.945
-5.539,89.975
-3.704,109.969
-2.486,176.053
-2.983,104.971
-4.048,91.945
-3.292,91.952
-3.732,130.007
-3.718,132.011
-3.287,194.095
-5.482,125.044
-1.479,130.032
-4.962,143.939
-3.54,165.882
-5.332,74.992
-3.563,93.991
-3.499,126.98
-8.338,100.016
-4.169,114.991
-6.224,104.957
-5.284,183.948
-4.435,94.023
-4.783,103.001
-4.418,119.968
-6.713,98.002
-5.184,92.007
-6.362,95.992
-2.627,175.965
-6.555,128.028
-6.205,103.993
-4.531,94.037
-4.202,92.844
-6.265,117.97
-2.714,149.857
-7.41,122.871
-8.033,79.949
-4.218,126.899
-2.785,92.025
-5.533,179.909
-6.494,169.804
-5.682,75.233
-3.254,91.03
-6.995,140.023
-3.502,94.969
-5.268,180.043
-2.961,109.977
-4.586,111.933
-4.027,97.963
-3.509,128.028
-3.098,98.584
-4.666,117.999
-3.824,96.033
-9.263,143.756
-5.121,94.048
-5.059,132.048
-4.943,102.984
